Marka,Model,Buraxlis ili,Reng,Yanacaq novu,Muherrik hecmi,Suretler_qutusu,Yurus,Qiymet
Mercedes,E 220,1995,Göy,Benzin,2.2 L,Avtomat,273 000 km,10 500 AZN
Opel,Vectra,1996,Gümüşü,Benzin,1.8 L,Avtomat,298 750 km,4 700 AZN
Hyundai,Elantra,2008,Qara,Benzin,1.6 L,Avtomat,172 000 km,14 500 AZN
Chevrolet,Captiva,2012,Qara,Benzin,2.4 L,Avtomat,103 500 km,22 500 AZN
Mercedes,Vito 111,2006,Göy,Dizel,2.0 L,Mexaniki,372 000 km,12 000 $
LADA (VAZ),2107,2006,Tünd qırmızı,Benzin,1.6 L,Mexaniki,152 336 km,5 600 AZN
Opel,Astra,2007,Qara,Dizel,1.3 L,Mexaniki,132 000 km,11 500 AZN
Jeep,Grand Cherokee,2014,Ağ,Benzin,3.6 L,Avtomat,160 000 km,31 500 $
Volkswagen,Passat,2000,Gümüşü,Benzin,1.8 L,Avtomat,300 000 km,6 200 AZN
BMW,740,2018,Qara,Benzin,3.0 L,Avtomat,28 000 km,65 000 $
Ford,Fusion,2013,Göy,Benzin,2.0 L,Avtomat,218 000 km,19 800 AZN
Land Rover,Range Rover,2014,Boz,Dizel,3.0 L,Avtomat,116 000 km,64 000 $
Volkswagen,Touareg,2011,Qara,Benzin,3.6 L,Avtomat,97 000 km,22 700 $
Opel,Astra,1996,Qara,Benzin,1.6 L,Mexaniki,135 000 km,4 400 AZN
Audi,S5,2014,Ağ,Benzin,3.0 L,Avtomat,95 000 km,29 000 $
Opel,Astra,2000,Gümüşü,Benzin,1.6 L,Avtomat,232 350 km,9 500 AZN
Mercedes,190,1991,Qızılı,Benzin,2.0 L,Mexaniki,429 145 km,6 500 AZN
Opel,Combo,2011,Ağ,Dizel,1.3 L,Mexaniki,409 000 km,10 500 AZN
BMW,650,2012,Ağ,Benzin,4.4 L,Avtomat,71 000 km,41 500 $
Mercedes,E 220,1994,Ağ,Benzin,2.2 L,Avtomat,365 432 km,8 900 AZN
Porsche,Panamera 4,2011,Ağ,Benzin,3.6 L,Avtomat,124 000 km,29 000 $
Jaguar,XJ,2016,Ağ,Benzin,2.0 L,Avtomat,32 000 km,68 000 $
Mercedes,S 400,2014,Ağ,Benzin,3.0 L,Avtomat,79 000 km,57 000 $
BMW,530,2017,Qara,Benzin,2.0 L,Avtomat,52 000 km,44 800 $
Toyota,Camry,2013,Qara,Benzin,2.5 L,Avtomat,104 000 km,21 500 $
Kia,Cerato,2014,Qara,Benzin,1.8 L,Avtomat,70 000 km,18 900 AZN
Opel,Corsa,2014,Yaş Asfalt,Benzin,1.4 L,Avtomat,66 000 km,16 800 AZN
Nissan,X-Trail,2014,Qara,Benzin,2.5 L,Avtomat,100 555 km,30 900 AZN
Kia,Rio,2012,Gümüşü,Benzin,1.4 L,Avtomat,198 000 km,14 000 AZN
BMW,X6,2009,Ağ,Benzin,4.4 L,Avtomat,170 000 km,25 800 $
Mercedes,C 200,1995,Qara,Benzin,2.2 L,Avtomat,376 825 km,8 400 AZN
Toyota,Prado,2008,Ağ,Benzin,2.7 L,Avtomat,130 000 km,34 500 AZN
Land Rover,Discovery,2013,Boz,Benzin,3.0 L,Avtomat,63 000 km,41 500 $
BMW,328,2015,Qara,Benzin,2.0 L,Avtomat,107 000 km,22 800 $
Mercedes,C 200,1998,Qızılı,Benzin,2.0 L,Avtomat,270 000 km,11 500 AZN
Mitsubishi,Pajero,2008,Ağ,Benzin,3.0 L,Avtomat,125 000 km,28 700 AZN
Volvo,S 90,2017,Qara,Benzin,2.0 L,Avtomat,21 000 km,52 800 $
Cadillac,CTS,2008,Ağ,Benzin,3.6 L,Avtomat,180 000 km,22 500 AZN
BMW,528,2014,Göy,Benzin,2.0 L,Avtomat,130 000 km,21 500 $
Ford,Fusion,2014,Qara,Benzin,2.0 L,Avtomat,98 000 km,22 900 AZN
Mercedes,E 220,2007,Qara,Dizel,2.2 L,Avtomat,231 000 km,24 500 AZN
Ford,Mustang,2015,Tünd qırmızı,Benzin,2.3 L,Avtomat,53 000 km,19 000 $
Jeep,Wrangler,2012,Qara,Benzin,3.6 L,Avtomat,107 000 km,26 500 $
Chevrolet,Cruze,2015,Yaş Asfalt,Benzin,1.4 L,Avtomat,35 000 km,17 100 AZN
Nissan,Teana,2011,Ağ,Benzin,2.5 L,Avtomat,338 000 km,20 900 AZN
Chevrolet,Cruze,2015,Qızılı,Benzin,1.4 L,Avtomat,85 000 km,15 700 AZN
Toyota,Corolla,2006,Boz,Dizel,1.4 L,Avtomat,186 000 km,12 550 AZN
Kia,Cerato,2014,Qara,Benzin,1.8 L,Avtomat,70 000 km,18 900 AZN
LADA (VAZ),Niva,2012,Ağ,Benzin,1.7 L,Mexaniki,76 000 km,8 900 AZN
Toyota,Prius,2013,Boz,Hibrid,1.8 L,Avtomat,149 000 km,19 700 AZN
Land Rover,Range Rover,2014,Boz,Dizel,3.0 L,Avtomat,116 000 km,64 000 $
Nissan,Sunny,2010,Göy,Benzin,1.3 L,Avtomat,223 200 km,12 800 AZN
Kia,Cerato,2013,Boz,Benzin,1.6 L,Avtomat,96 500 km,22 000 AZN
Mitsubishi,ASX,2011,Qırmızı,Benzin,2.0 L,Avtomat,112 000 km,27 500 AZN
Porsche,Cayenne Turbo,2007,Qara,Benzin,4.8 L,Avtomat,120 000 km,18 000 $
Hyundai,Santa Fe,2012,Qara,Benzin,2.4 L,Avtomat,132 000 km,31 500 AZN
Volkswagen,Caravelle,2013,Qara,Dizel,2.0 L,Avtomat,220 000 km,38 500 $
Toyota,Prado,2008,Ağ,Benzin,2.7 L,Avtomat,130 000 km,34 500 AZN
LADA (VAZ),2107,2005,Ağ,Benzin,1.6 L,Mexaniki,87 000 km,4 800 AZN
Mercedes,S 560,2017,Qara,Benzin,4.0 L,Avtomat,30 000 km,140 000 $
SEAT,Leon,2014,Boz,Benzin,1.8 L,Avtomat,99 000 km,17 500 AZN
Audi,A6,2013,Boz,Benzin,3.0 L,Avtomat,79 000 km,32 800 $
Mercedes,E 200,2013,Ağ,Benzin,2.0 L,Avtomat,122 000 km,32 800 $
Lexus,LX 570,2013,Yaş Asfalt,Benzin,5.7 L,Avtomat,98 000 km,57 000 $
Hyundai,Equus,2011,Ağ,Benzin,3.9 L,Avtomat,133 000 km,22 500 $
LADA (VAZ),Niva,2011,Ağ,Benzin,1.7 L,Mexaniki,150 000 km,9 400 AZN
Jeep,Wrangler,2013,Boz,Benzin,3.6 L,Avtomat,114 000 km,33 500 $
Land Rover,Discovery,2014,Boz,Dizel,3.0 L,Avtomat,138 000 km,39 500 $
Nissan,Patrol,2018,Qara,Benzin,4.0 L,Avtomat,12 900 km,72 000 $
Land Rover,Discovery,2011,Qara,Dizel,3.0 L,Avtomat,144 000 km,25 500 $
Mercedes,S 350,2012,Qara,Benzin,3.5 L,Avtomat,146 000 km,36 800 $
Lexus,GX 460,2014,Ağ,Benzin,4.6 L,Avtomat,61 000 km,53 500 $
Kia,Optima,2014,Yaş Asfalt,Benzin,2.0 L,Avtomat,46 000 km,24 300 AZN
Khazar,LX,2019,Göy,Benzin,1.7 L,Mexaniki,19 600 km,11 000 AZN
LADA (VAZ),Niva,2012,Ağ,Benzin,1.7 L,Mexaniki,160 000 km,9 800 AZN
Mercedes,G 55 AMG,2008,Qara,Benzin,5.5 L,Avtomat,126 000 km,52 000 $
LADA (VAZ),2112,2004,Göy,Benzin,1.6 L,Mexaniki,350 000 km,5 400 AZN
Toyota,Corolla,2014,Qara,Benzin,1.6 L,Avtomat,108 000 km,27 000 AZN
LADA (VAZ),2107,2001,Ağ,Benzin,1.5 L,Mexaniki,92 228 km,4 500 AZN
LADA (VAZ),2107,2012,Qara,Benzin,1.6 L,Mexaniki,71 000 km,9 200 AZN
Hyundai,Genesis,2013,Ağ,Benzin,3.8 L,Avtomat,150 000 km,20 500 $
Land Rover,Discovery,2009,Ağ,Benzin,5.0 L,Avtomat,142 000 km,22 500 $
BMW,540,2017,Boz,Benzin,3.0 L,Avtomat,79 000 km,53 800 $
Toyota,Land Cruiser,2014,Qara,Benzin,4.0 L,Avtomat,62 000 km,54 000 $
Audi,A6,2017,Qara,Benzin,2.0 L,Avtomat,76 000 km,40 500 $
Kia,Rio,2013,Ağ,Benzin,1.4 L,Avtomat,205 000 km,14 500 AZN
Audi,A8,2013,Ağ,Benzin,4.0 L,Avtomat,139 000 km,22 000 $
Nissan,Patrol,2013,Qara,Benzin,5.6 L,Avtomat,128 000 km,43 500 $
Mazda,CX-9,2013,Ağ,Benzin,3.7 L,Avtomat,123 000 km,20 900 $
Mercedes,E 250,2011,Ağ,Benzin,1.8 L,Avtomat,159 000 km,21 300 $
Toyota,Camry,2012,Qara,Benzin,2.5 L,Avtomat,159 000 km,19 000 $
Mercedes,S 350,2012,Qara,Benzin,3.5 L,Avtomat,146 000 km,36 800 $
Mitsubishi,L 200,2014,Ağ,Dizel,2.5 L,Mexaniki,170 000 km,18 500 $
Land Rover,Range Rover,2007,Göy,Dizel,3.6 L,Avtomat,247 000 km,24 500 $
Nissan,Juke,2013,Boz,Benzin,1.6 L,Avtomat,100 400 km,20 000 AZN
Land Rover,Range Rover,2019,Qara,Benzin,5.0 L,Avtomat,2 500 km,208 000 $
Mercedes,S 320,2000,Gümüşü,Benzin,3.2 L,Avtomat,250 000 km,10 500 AZN
Infiniti,QX56,2013,Qara,Benzin,5.6 L,Avtomat,92 000 km,53 000 $
Jeep,Grand Cherokee,2013,Qara,Benzin,6.4 L,Avtomat,150 000 km,46 000 $
Chevrolet,Camaro,2010,Boz,Benzin,3.6 L,Avtomat,160 000 km,18 000 $
Opel,Astra,2005,Göy,Benzin,1.4 L,Mexaniki,269 885 km,9 800 AZN
Toyota,Camry,2018,Qara,Benzin,2.0 L,Avtomat,59 000 km,26 800 $
Volkswagen,Amarok,2014,Ağ,Dizel,2.0 L,Mexaniki,150 000 km,32 000 AZN
Mercedes,C 220,2002,Qara,Dizel,2.2 L,Avtomat,200 000 km,11 900 AZN
LADA (VAZ),2107,2008,Ağ,Benzin,1.6 L,Mexaniki,157 000 km,7 200 AZN
Chevrolet,Cruze,2013,Boz,Benzin,1.4 L,Avtomat,126 116 km,14 900 AZN
Opel,Astra,1994,Göy,Dizel,1.7 L,Mexaniki,380 000 km,5 200 AZN
Opel,Astra,1994,Qara,Benzin,1.6 L,Mexaniki,246 000 km,4 000 AZN
Toyota,Prius,2007,Qara,Hibrid,1.5 L,Avtomat,140 000 km,12 500 AZN
Opel,Zafira,2006,Boz,Benzin,1.6 L,Mexaniki,160 000 km,14 500 AZN
Ssang Yong,Korando,2012,Qara,Benzin,2.0 L,Avtomat,187 000 km,14 500 AZN
Toyota,Prius,2008,Boz,Hibrid,1.5 L,Robotlaşdırılmış,176 000 km,13 200 AZN
Nissan,Sunny,2002,Qızılı,Benzin,1.6 L,Mexaniki,287 300 km,7 300 AZN
Chevrolet,Cruze,2015,Qırmızı,Benzin,1.4 L,Avtomat,200 000 km,21 540 AZN
Mercedes,E 220,2011,Qara,Dizel,2.2 L,Avtomat,150 500 km,21 200 $
BMW,325,2007,Qara,Benzin,2.5 L,Avtomat,170 000 km,19 750 AZN
Toyota,Prado,2008,Ağ,Benzin,2.7 L,Avtomat,130 000 km,34 900 AZN
Audi,Q7,2006,Qara,Benzin,4.2 L,Avtomat,112 350 km,25 000 AZN
Mercedes,E 220,2019,Qara,Dizel,2.2 L,Avtomat,22 000 km,56 800 $
Opel,Astra,2007,Gümüşü,Benzin,1.4 L,Mexaniki,201 356 km,10 800 AZN
Mercedes,ML 350,2010,Qara,Dizel,3.0 L,Avtomat,124 000 km,23 000 $
Mercedes,E 220,2011,Yaş Asfalt,Dizel,2.2 L,Avtomat,159 000 km,21 000 $
Mercedes,C 220,2000,Gümüşü,Dizel,2.2 L,Avtomat,314 900 km,11 800 AZN
Toyota,Prius,2008,Mavi,Hibrid,1.5 L,Avtomat,169 000 km,12 900 AZN
Chevrolet,Malibu,2018,Ağ,Benzin,1.5 L,Avtomat,28 000 km,25 900 AZN
BMW,328,2014,Ağ,Benzin,2.0 L,Avtomat,105 000 km,17 800 $
Mercedes,E 220,2007,Qara,Benzin,2.2 L,Avtomat,186 000 km,24 000 AZN
LADA (VAZ),Niva,2013,Ağ,Benzin,1.7 L,Mexaniki,142 000 km,8 400 AZN
Chevrolet,Niva,2005,Gümüşü,Benzin,1.7 L,Mexaniki,242 000 km,5 800 AZN
Chevrolet,Cruze,2012,Gümüşü,Benzin,1.4 L,Avtomat,163 000 km,12 700 AZN
Chevrolet,Cruze,2014,Boz,Benzin,1.4 L,Avtomat,73 603 km,14 200 AZN
Toyota,Prius C,2012,Gümüşü,Hibrid,1.5 L,Avtomat,109 500 km,15 800 AZN
Kia,Sorento,2012,Ağ,Dizel,2.0 L,Avtomat,59 000 km,26 900 AZN
Mercedes,E 220,2003,Boz,Dizel,2.2 L,Avtomat,274 000 km,15 800 AZN
Mercedes,GL 450,2008,Qara,Benzin,4.7 L,Avtomat,194 248 km,26 750 AZN
Opel,Astra,1993,Göy,Benzin,2.0 L,Mexaniki,307 000 km,4 500 AZN
Mercedes,S 500,2013,Göy,Benzin,4.7 L,Avtomat,128 000 km,57 000 $
Toyota,Land Cruiser,2011,Qara,Benzin,4.0 L,Avtomat,216 000 km,29 800 $
Mercedes,190,1991,Boz,Benzin,2.0 L,Avtomat,531 000 km,6 400 AZN
Hyundai,Terracan,2004,Boz,Dizel,2.9 L,Avtomat,288 000 km,12 500 AZN
Renault,Megane,2007,Qara,Dizel,1.5 L,Mexaniki,338 000 km,13 000 AZN
Chevrolet,Malibu,2018,Ağ,Benzin,1.5 L,Avtomat,28 000 km,25 900 AZN
BMW,528,2013,Qara,Benzin,2.0 L,Avtomat,80 000 km,22 900 $
Opel,Omega,1996,Bənövşəyi,Benzin,2.0 L,Avtomat,246 532 km,3 200 AZN
LADA (VAZ),2107,2008,Qara,Benzin,1.6 L,Mexaniki,82 009 km,5 600 AZN
LADA (VAZ),Niva,2013,Qırmızı,Benzin,1.7 L,Mexaniki,108 000 km,13 500 AZN
Mercedes,C 240,2000,Gümüşü,Benzin,2.4 L,Avtomat,274 816 km,10 500 AZN
Mercedes,ML 400,2003,Qara,Dizel,4.0 L,Avtomat,333 333 km,12 500 AZN
LADA (VAZ),21099,2003,Gümüşü,Benzin,1.5 L,Mexaniki,148 000 km,4 300 AZN
Volkswagen,Passat,2010,Qara,Benzin,1.8 L,Avtomat,280 000 km,12 800 AZN
LADA (VAZ),2107,2010,Qara,Benzin,1.6 L,Mexaniki,110 000 km,7 500 AZN
Land Rover,Range Rover,2009,Qara,Benzin,5.0 L,Avtomat,192 000 km,31 000 $
LADA (VAZ),2106,1983,Qara,Benzin,1.6 L,Mexaniki,352 789 km,3 700 AZN
Mercedes,C 200,1998,Yaşıl,Benzin,2.0 L,Avtomat,280 000 km,12 200 AZN
Mercedes,C 180,1999,Tünd qırmızı,Benzin,1.8 L,Avtomat,480 000 km,11 500 AZN
Mercedes,E 220,2008,Qara,Dizel,2.2 L,Avtomat,268 000 km,25 800 AZN
Mercedes,E 280,1996,Göy,Benzin,2.8 L,Avtomat,285 000 km,10 000 AZN
BMW,520,1994,Göy,Benzin,2.0 L,Avtomat,250 000 km,5 600 AZN
LADA (VAZ),Priora,2011,Qara,Benzin,1.6 L,Mexaniki,203 000 km,9 700 AZN
Chevrolet,Cruze,2012,Qara,Benzin,1.4 L,Avtomat,100 000 km,14 800 AZN
ZAZ,Slavuta,2004,Ağ,Benzin,1.2 L,Mexaniki,150 000 km,2 400 AZN
Opel,Astra,2008,Qara,Benzin,1.4 L,Mexaniki,145 000 km,11 000 AZN
Ford,Transit,2009,Qızılı,Dizel,2.2 L,Mexaniki,8 300 km,47 000 $
Volkswagen,Multivan,2011,Qara,Benzin,2.0 L,Avtomat,107 500 km,22 900 $
Hyundai,Elantra,2009,Tünd qırmızı,Benzin,2.0 L,Avtomat,141 000 km,14 200 AZN
Audi,A6,2005,Qara,Benzin,3.2 L,Avtomat,240 000 km,20 500 AZN
LADA (VAZ),2106,1985,Qırmızı,Benzin,1.6 L,Mexaniki,100 000 km,4 200 AZN
Mercedes,E 200,2001,Göy,Benzin,2.0 L,Avtomat,189 000 km,12 700 AZN
Mercedes,C 180,1995,Qəhvəyi,Benzin,1.8 L,Avtomat,320 000 km,9 300 AZN
LADA (VAZ),21011,1980,Ağ,Benzin,1.3 L,Mexaniki,356 888 km,1 650 AZN
Kia,Optima,2013,Ağ,Benzin,2.0 L,Avtomat,58 000 km,20 600 AZN
Hyundai,Tucson,2007,Ağ,Benzin,2.0 L,Avtomat,216 367 km,16 000 AZN
Hyundai,Sonata,2011,Qara,Benzin,2.0 L,Avtomat,103 000 km,14 200 AZN
Hyundai,ix35,2011,Ağ,Benzin,2.4 L,Avtomat,135 000 km,21 800 AZN
LADA (VAZ),2107,2004,Ağ,Benzin,1.6 L,Mexaniki,45 000 km,4 800 AZN
Mercedes,190,1991,Göy,Benzin,2.0 L,Avtomat,387 000 km,6 600 AZN
Mercedes,E 220,2010,Boz,Dizel,2.2 L,Avtomat,226 000 km,16 000 $
Mercedes,CLK 320,1997,Gümüşü,Benzin,3.2 L,Avtomat,232 800 km,11 000 AZN
LADA (VAZ),2107,2008,Ağ,Benzin,1.6 L,Mexaniki,165 000 km,6 300 AZN
Toyota,Corolla,2007,Göy,Benzin,1.6 L,Robotlaşdırılmış,185 000 km,13 500 AZN
Mercedes,C 240,2003,Qara,Benzin,2.6 L,Avtomat,280 000 km,11 200 AZN
Mercedes,E 240,2003,Gümüşü,Benzin,2.6 L,Avtomat,230 000 km,15 700 AZN
Toyota,Prius,2014,Qırmızı,Hibrid,1.8 L,Avtomat,66 356 km,23 000 AZN
Mercedes,190,1992,Gümüşü,Benzin,2.0 L,Avtomat,336 320 km,4 800 AZN
Mercedes,B 180,2010,Qara,Benzin,1.7 L,Avtomat,68 500 km,15 100 AZN
LADA (VAZ),2115,2010,Qara,Benzin,1.6 L,Mexaniki,323 840 km,6 300 AZN
Chevrolet,Captiva,2014,Qara,Benzin,2.4 L,Avtomat,141 000 km,27 500 AZN
Opel,Astra,2009,Qara,Benzin,1.4 L,Mexaniki,180 000 km,12 000 AZN
Mercedes,ML 350,2012,Ağ,Benzin,3.5 L,Avtomat,89 000 km,33 500 $
Hyundai,Sonata,2009,Ağ,Benzin,2.4 L,Avtomat,153 000 km,21 500 AZN
LADA (VAZ),2106,1999,Bənövşəyi,Benzin,1.6 L,Mexaniki,155 000 km,4 800 AZN
Chevrolet,Cruze,2014,Qara,Benzin,1.4 L,Avtomat,88 153 km,15 000 AZN
Mercedes,E 220,1996,Ağ,Dizel,2.2 L,Avtomat,115 648 km,11 500 AZN
GAZ,24-10,1990,Ağ,Benzin,2.4 L,Mexaniki,260 000 km,2 500 AZN
Audi,A7,2018,Qara,Benzin,3.0 L,Avtomat,25 000 km,86 000 $
Saipa,132,2013,Ağ,Benzin,1.3 L,Mexaniki,170 000 km,7 200 AZN
LADA (VAZ),2107,2007,Ağ,Benzin,1.5 L,Mexaniki,175 000 km,4 650 AZN
Hyundai,Sonata,2009,Qara,Benzin,2.4 L,Avtomat,143 000 km,21 000 AZN
Cadillac,CT6,2017,Ağ,Benzin,2.0 L,Avtomat,71 000 km,52 500 $
Bentley,Continental,2007,Göy,Benzin,6.0 L,Avtomat,45 500 km,47 000 $
Kia,Optima,2011,Gümüşü,Benzin,2.0 L,Avtomat,208 000 km,21 400 AZN
Bentley,Continental,2013,Gümüşü,Benzin,6.0 L,Avtomat,25 000 km,115 000 $
Bentley,Continental,2010,Boz,Benzin,6.0 L,Avtomat,75 000 km,73 000 $
LADA (VAZ),2106,2005,Qırmızı,Benzin,1.6 L,Mexaniki,110 000 km,7 000 AZN
Honda,Civic,2008,Ağ,Benzin,1.8 L,Avtomat,190 000 km,13 800 AZN
Toyota,Prius,2008,Gümüşü,Benzin,1.5 L,Avtomat,145 000 km,11 500 AZN
SEAT,Ibiza,2012,Ağ,Benzin,1.4 L,Mexaniki,266 600 km,10 500 AZN
Iran Khodro,Runna,2014,Qara,Benzin,1.6 L,Mexaniki,114 000 km,10 000 AZN
Mercedes,S 400,2015,Ağ,Benzin,3.0 L,Avtomat,40 406 km,73 500 $
Daewoo,Gentra,2014,Ağ,Benzin,1.5 L,Mexaniki,180 000 km,12 800 AZN
LADA (VAZ),2106,2000,Ağ,Benzin,1.6 L,Mexaniki,115 600 km,7 500 AZN
Chevrolet,Cruze,2011,Gümüşü,Benzin,1.4 L,Avtomat,199 000 km,12 000 AZN
Chevrolet,Cruze,2012,Boz,Benzin,1.4 L,Avtomat,198 500 km,13 500 AZN
Nissan,Sunny,2008,Ağ,Benzin,1.6 L,Avtomat,150 000 km,12 500 AZN
Kia,Rio,2012,Gümüşü,Benzin,1.4 L,Avtomat,120 000 km,14 900 AZN
Mercedes,ML 350,2014,Qara,Benzin,3.0 L,Avtomat,91 307 km,36 000 $
Nissan,Maxima,2013,Boz,Benzin,3.5 L,Avtomat,97 500 km,23 800 AZN
Mercedes,C 180,1994,Gümüşü,Benzin,1.8 L,Avtomat,320 000 km,7 900 AZN
Bentley,Continental,2014,Boz,Benzin,6.0 L,Avtomat,16 200 km,125 000 $
Saipa,132,2013,Ağ,Benzin,1.3 L,Mexaniki,170 000 km,7 200 AZN
Fiat,Qubo,2012,Ağ,Dizel,1.3 L,Avtomat,184 000 km,12 500 AZN
Nissan,Tiida,2007,Qara,Benzin,1.6 L,Avtomat,189 942 km,11 800 AZN
Land Rover,Discovery,2010,Qara,Dizel,3.0 L,Avtomat,178 500 km,28 000 $
Toyota,Land Cruiser,2019,Ağ,Benzin,4.0 L,Avtomat,0 km,78 500 $
Toyota,HiAce,2003,Ağ,Dizel,3.0 L,Mexaniki,388 000 km,13 000 AZN
Ford,Fusion,2017,Yaş Asfalt,Benzin,1.5 L,Avtomat,37 000 km,23 900 AZN
BMW,320,2002,Qara,Benzin,1.9 L,Avtomat,330 000 km,10 800 AZN
Opel,Astra,2005,Qızılı,Benzin,1.4 L,Mexaniki,119 000 km,10 700 AZN
Toyota,Avalon,2013,Ağ,Benzin,3.5 L,Avtomat,155 000 km,23 500 $
Mercedes,E 230,1996,Gümüşü,Benzin,2.3 L,Avtomat,251 028 km,9 500 AZN
Kia,Optima,2013,Qara,Benzin,2.0 L,Avtomat,104 000 km,22 500 AZN
LADA (VAZ),Niva,2014,Yaşıl,Benzin,1.7 L,Mexaniki,75 000 km,10 200 AZN
Mercedes,C 240,1998,Gümüşü,Benzin,2.4 L,Avtomat,396 000 km,11 200 AZN
Fiat,Qubo,2014,Ağ,Benzin,1.4 L,Mexaniki,188 920 km,12 300 AZN
Hyundai,Sonata,2002,Gümüşü,Benzin,2.4 L,Avtomat,234 000 km,8 200 AZN
Land Rover,Range Rover,2020,Ağ,Benzin,3.0 L,Avtomat,0 km,119 000 €
Opel,Zafira,2003,Ağ,Dizel,2.0 L,Avtomat,300 000 km,10 500 AZN
Mercedes,ML 350,2006,Qara,Benzin,3.5 L,Avtomat,175 000 km,23 500 AZN
Mercedes,S 500 Coupe,2015,Boz,Benzin,5.0 L,Avtomat,59 000 km,87 000 $
LADA (VAZ),2106,2002,Göy,Benzin,1.6 L,Mexaniki,375 000 km,5 250 AZN
Mercedes,E 240,1999,Gümüşü,Benzin,2.4 L,Avtomat,330 000 km,14 500 AZN
Toyota,Prius,2010,Yaş Asfalt,Benzin,1.8 L,Avtomat,141 441 km,17 200 AZN
Opel,Corsa,2007,Göy,Benzin,1.2 L,Mexaniki,160 000 km,8 700 AZN
Ford,Tourneo Custom,2014,Ağ,Dizel,2.2 L,Mexaniki,93 000 km,25 900 AZN
Land Rover,RR Sport,2012,Qara,Dizel,3.0 L,Avtomat,173 000 km,36 500 $
Hyundai,Genesis,2014,Qara,Benzin,3.0 L,Avtomat,108 000 km,34 500 $
Hyundai,Sonata,2011,Yaş Asfalt,Benzin,2.0 L,Avtomat,120 000 km,20 800 AZN
Volkswagen,Passat,2008,Ağ,Benzin,2.0 L,Avtomat,245 138 km,13 000 AZN
Mitsubishi,Airtrek,2002,Ağ,Benzin,2.0 L,Avtomat,158 700 km,8 200 AZN
Chevrolet,Cruze,2018,Ağ,Benzin,1.4 L,Avtomat,30 920 km,21 800 AZN
Hyundai,Grand Santa Fe,2014,Ağ,Benzin,3.3 L,Avtomat,85 000 km,23 800 $
Toyota,Camry,2014,Qara,Benzin,2.5 L,Avtomat,104 000 km,22 300 $
Mercedes,CLA 220,2014,Qara,Benzin,2.0 L,Avtomat,68 000 km,21 555 $
Hyundai,Tucson,2006,Ağ,Benzin,2.7 L,Avtomat,187 000 km,15 200 AZN
Mercedes,C 180,1995,Qəhvəyi,Benzin,1.8 L,Avtomat,264 732 km,8 400 AZN
Chevrolet,Cruze,2015,Qara,Benzin,1.4 L,Avtomat,98 000 km,15 000 AZN
Mercedes,Sprinter 315,2008,Qara,Dizel,2.5 L,Mexaniki,350 km,32 000 AZN
LADA (VAZ),Niva,2019,Göy,Benzin,1.7 L,Mexaniki,27 012 km,15 800 AZN
LADA (VAZ),Niva,2017,Ağ,Benzin,1.7 L,Mexaniki,9 933 km,15 100 AZN
BMW,530,2005,Boz,Benzin,3.0 L,Avtomat,169 201 km,16 800 AZN
Chevrolet,Cruze,2015,Ağ,Benzin,1.4 L,Avtomat,65 000 km,15 300 AZN
Kia,Sportage,2012,Qara,Benzin,2.0 L,Avtomat,32 500 km,27 500 AZN
LADA (VAZ),Priora,2015,Ağ,Benzin,1.6 L,Mexaniki,140 000 km,12 900 AZN
Toyota,RAV 4,2013,Ağ,Benzin,2.0 L,Avtomat,97 000 km,21 900 $
Hyundai,Sonata,2012,Qara,Benzin,2.0 L,Avtomat,139 000 km,17 800 AZN
Volkswagen,Passat,2000,Göy,Benzin,2.0 L,Avtomat,239 000 km,6 400 AZN
Ford,Focus,2010,Ağ,Benzin,1.6 L,Avtomat,236 000 km,12 500 AZN
Opel,Astra,2010,Ağ,Benzin,1.4 L,Mexaniki,142 000 km,12 800 AZN
Daewoo,Racer,1995,Ağ,Benzin,1.5 L,Mexaniki,199 999 km,2 800 AZN
Toyota,Prado,2014,Qara,Benzin,2.7 L,Avtomat,82 000 km,32 500 $
Lexus,GX 460,2013,Qara,Benzin,4.6 L,Avtomat,98 000 km,39 500 $
LADA (VAZ),2101,1973,Ağ,Benzin,1.3 L,Mexaniki,200 000 km,2 300 AZN
Mercedes,E 240,2002,Gümüşü,Benzin,2.4 L,Avtomat,251 557 km,16 400 AZN
LADA (VAZ),Priora,2013,Göy,Benzin,1.6 L,Mexaniki,120 000 km,12 500 AZN
Hyundai,Elantra,2013,Gümüşü,Benzin,1.8 L,Avtomat,110 000 km,17 900 AZN
Land Rover,Range Rover,2010,Yaş Asfalt,Dizel,3.6 L,Avtomat,201 567 km,36 700 $
Mercedes,E 250,2009,Göy,Benzin,1.8 L,Avtomat,180 000 km,16 500 $
Tofas,Dogan,2005,Yaş Asfalt,Benzin,1.6 L,Mexaniki,62 954 km,7 600 AZN
Hyundai,Sonata,2011,Ağ,Benzin,2.0 L,Avtomat,125 223 km,19 000 AZN
LADA (VAZ),21011,1973,Boz,Benzin,1.5 L,Mexaniki,172 225 km,3 750 AZN
Mercedes,C 220,1994,Boz,Benzin,2.2 L,Avtomat,321 000 km,7 850 AZN
Kia,Cerato,2010,Ağ,Benzin,1.6 L,Avtomat,178 000 km,14 900 AZN
Mercedes,Vito,2009,Ağ,Dizel,2.2 L,Mexaniki,236 000 km,27 950 AZN
BMW,523,1996,Boz,Benzin,2.5 L,Avtomat,282 200 km,7 200 AZN
